Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Jour_Semaine,Mois,Type_Commande
TXN_5158607,Smoothie,4.0,4.0,16.0,Credit Card,Non Spécifié,2023-03-24,Friday,March,Grosse
TXN_1045022,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-10-13,Friday,October,Grosse
TXN_5818032,Non Spécifié,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-04-19,Wednesday,April,Petite
TXN_5404249,Non Spécifié,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-10-04,Wednesday,October,Petite
TXN_5484423,Non Spécifié,2.0,2.0,4.0,Non Spécifié,Non Spécifié,2023-08-26,Saturday,August,Petite
TXN_4598397,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-09-13,Wednesday,September,Grosse
TXN_3849488,Salad,1.0,5.0,5.0,Non Spécifié,In-store,2023-03-01,Wednesday,March,Petite
TXN_9186913,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-16,Monday,October,Petite
TXN_9507002,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-05-08,Monday,May,Petite
TXN_4423218,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-29,Monday,May,Petite
TXN_4851339,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-01,Wednesday,February,Petite
TXN_3274105,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-07-28,Friday,July,Grosse
TXN_2810280,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-25,Sunday,June,Petite
TXN_9901424,Cookie,3.0,1.0,3.0,Digital Wallet,Non Spécifié,2023-05-30,Tuesday,May,Petite
TXN_3880417,Cookie,1.0,1.0,1.0,Non Spécifié,In-store,2023-06-27,Tuesday,June,Petite
TXN_3756680,Tea,2.0,1.5,3.0,Credit Card,Non Spécifié,2023-08-30,Wednesday,August,Petite
TXN_2334523,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-08-17,Thursday,August,Petite
TXN_8611913,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-07-16,Sunday,July,Grosse
TXN_9904091,Salad,4.0,5.0,20.0,Non Spécifié,Non Spécifié,2023-05-20,Saturday,May,Grosse
TXN_5908857,Smoothie,5.0,4.0,20.0,Non Spécifié,In-store,2023-06-04,Sunday,June,Grosse
TXN_4411172,Smoothie,4.0,4.0,16.0,Cash,Non Spécifié,2023-07-09,Sunday,July,Grosse
TXN_6841805,Cake,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-02-14,Tuesday,February,Petite
TXN_7800236,Salad,3.0,5.0,15.0,Digital Wallet,Non Spécifié,2023-07-19,Wednesday,July,Petite
TXN_2413026,Coffee,1.0,2.0,2.0,Non Spécifié,Takeaway,2023-04-26,Wednesday,April,Petite
TXN_9947479,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-09-27,Wednesday,September,Grosse
TXN_6403859,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-03-06,Monday,March,Grosse
TXN_6828371,Smoothie,4.0,4.0,16.0,Non Spécifié,Non Spécifié,2023-10-20,Friday,October,Grosse
TXN_8335965,Tea,5.0,1.5,7.5,Credit Card,Non Spécifié,2023-03-21,Tuesday,March,Grosse
TXN_9703722,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-11,Wednesday,January,Grosse
TXN_6259001,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-01-30,Monday,January,Grosse
TXN_6119081,Coffee,2.0,2.0,4.0,Cash,In-store,2023-09-27,Wednesday,September,Petite
TXN_4811887,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-11,Saturday,February,Petite
TXN_9587814,Juice,3.0,3.0,9.0,Cash,In-store,2023-01-25,Wednesday,January,Petite
TXN_7682605,Tea,5.0,1.5,7.5,Digital Wallet,Non Spécifié,2023-10-19,Thursday,October,Grosse
TXN_7946450,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-07-15,Saturday,July,Petite
TXN_2611393,Smoothie,3.0,4.0,12.0,Non Spécifié,Non Spécifié,2023-04-25,Tuesday,April,Petite
TXN_2122597,Cake,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-05-11,Thursday,May,Petite
TXN_7510217,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-10-24,Tuesday,October,Petite
TXN_3267783,Cake,3.0,3.0,9.0,Non Spécifié,In-store,2023-10-30,Monday,October,Petite
TXN_7852397,Tea,3.0,1.5,4.5,Cash,In-store,2023-08-10,Thursday,August,Petite
TXN_8459594,Sandwich,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-11-07,Tuesday,November,Petite
TXN_9190969,Coffee,1.0,2.0,2.0,Non Spécifié,In-store,2023-10-06,Friday,October,Petite
TXN_2982995,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-06,Thursday,April,Petite
TXN_9181144,Non Spécifié,3.0,3.0,9.0,Non Spécifié,Takeaway,2023-10-25,Wednesday,October,Petite
TXN_6490609,Salad,4.0,5.0,20.0,Non Spécifié,In-store,2023-03-03,Friday,March,Grosse
TXN_9938260,Smoothie,4.0,4.0,16.0,Non Spécifié,In-store,2023-03-03,Friday,March,Grosse
TXN_5486398,Cookie,4.0,1.0,4.0,Cash,Non Spécifié,2023-05-13,Saturday,May,Grosse
TXN_5875661,Sandwich,3.0,4.0,12.0,Credit Card,Non Spécifié,2023-08-12,Saturday,August,Petite
TXN_2555823,Cake,4.0,3.0,12.0,Digital Wallet,Non Spécifié,2023-06-21,Wednesday,June,Grosse
TXN_4223265,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-06,Tuesday,June,Grosse
TXN_3390072,Tea,1.0,1.5,1.5,Credit Card,Non Spécifié,2023-05-03,Wednesday,May,Petite
TXN_6491662,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-10-06,Friday,October,Petite
TXN_1248167,Non Spécifié,1.0,4.0,4.0,Cash,Non Spécifié,2023-03-05,Sunday,March,Petite
TXN_9500986,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-10,Wednesday,May,Petite
TXN_2147453,Non Spécifié,4.0,1.0,4.0,Credit Card,Non Spécifié,2023-04-27,Thursday,April,Grosse
TXN_9137801,Non Spécifié,5.0,4.0,20.0,Credit Card,In-store,2023-06-10,Saturday,June,Grosse
TXN_4892303,Sandwich,4.0,4.0,16.0,Non Spécifié,Non Spécifié,2023-07-16,Sunday,July,Grosse
TXN_5985451,Sandwich,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-07-24,Monday,July,Petite
TXN_6092344,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-12-04,Monday,December,Grosse
TXN_1218016,Tea,3.0,1.5,4.5,Digital Wallet,Non Spécifié,2023-11-26,Sunday,November,Petite
TXN_8110646,Non Spécifié,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-07,Wednesday,June,Petite
TXN_1221777,Coffee,3.0,2.0,6.0,Non Spécifié,In-store,2023-01-29,Sunday,January,Petite
TXN_3691087,Cookie,4.0,1.0,4.0,Non Spécifié,Non Spécifié,2023-07-11,Tuesday,July,Grosse
TXN_5571026,Non Spécifié,1.0,5.0,5.0,Cash,Takeaway,2023-09-08,Friday,September,Petite
TXN_6336973,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-21,Tuesday,March,Grosse
TXN_5609260,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-02,Tuesday,May,Grosse
TXN_4242676,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-11-26,Sunday,November,Grosse
TXN_6835777,Juice,5.0,3.0,15.0,Digital Wallet,Non Spécifié,2023-05-11,Thursday,May,Grosse
TXN_6097706,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-02-15,Wednesday,February,Grosse
TXN_5496581,Juice,1.0,3.0,3.0,Credit Card,Non Spécifié,2023-08-11,Friday,August,Petite
TXN_2897468,Salad,2.0,5.0,10.0,Cash,Non Spécifié,2023-10-10,Tuesday,October,Petite
TXN_3260087,Salad,5.0,5.0,25.0,Non Spécifié,Non Spécifié,2023-04-20,Thursday,April,Grosse
TXN_2047672,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-01-25,Wednesday,January,Petite
TXN_6893490,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-03-17,Friday,March,Petite
TXN_3743336,Salad,2.0,5.0,10.0,Digital Wallet,Non Spécifié,2023-02-21,Tuesday,February,Petite
TXN_6851654,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-01-25,Wednesday,January,Petite
TXN_8510511,Coffee,4.0,2.0,8.0,Non Spécifié,Non Spécifié,2023-10-06,Friday,October,Grosse
TXN_2092306,Juice,4.0,3.0,12.0,Non Spécifié,In-store,2023-04-01,Saturday,April,Grosse
TXN_7345190,Smoothie,4.0,4.0,16.0,Digital Wallet,Non Spécifié,2023-02-20,Monday,February,Grosse
TXN_6647319,Juice,5.0,3.0,15.0,Credit Card,Non Spécifié,2023-10-23,Monday,October,Grosse
TXN_5889912,Salad,1.0,5.0,5.0,Cash,In-store,2023-09-26,Tuesday,September,Petite
TXN_4483304,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-08,Wednesday,November,Grosse
TXN_3720223,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-22,Sunday,October,Grosse
TXN_4506778,Cake,3.0,3.0,9.0,Digital Wallet,Non Spécifié,2023-04-21,Friday,April,Petite
TXN_8226226,Sandwich,1.0,4.0,4.0,Non Spécifié,In-store,2023-07-30,Sunday,July,Petite
TXN_9723120,Tea,5.0,1.5,7.5,Credit Card,Non Spécifié,2023-01-26,Thursday,January,Grosse
TXN_2726676,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-08-10,Thursday,August,Petite
TXN_4011694,Non Spécifié,1.0,2.0,2.0,Credit Card,In-store,2023-09-02,Saturday,September,Petite
TXN_3327212,Tea,2.0,1.5,3.0,Credit Card,Non Spécifié,2023-12-20,Wednesday,December,Petite
TXN_3558795,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-30,Tuesday,May,Petite
TXN_9989242,Sandwich,4.0,4.0,16.0,Non Spécifié,Non Spécifié,2023-09-12,Tuesday,September,Grosse
TXN_2035772,Cookie,2.0,1.0,2.0,Cash,Non Spécifié,2023-01-17,Tuesday,January,Petite
TXN_2711627,Smoothie,5.0,4.0,20.0,Cash,Non Spécifié,2023-11-09,Thursday,November,Grosse
TXN_2804828,Cake,3.0,3.0,9.0,Cash,Non Spécifié,2023-02-25,Saturday,February,Petite
TXN_3869958,Cake,1.0,3.0,3.0,Digital Wallet,Non Spécifié,2023-01-11,Wednesday,January,Petite
TXN_9684465,Cake,5.0,3.0,15.0,Non Spécifié,Takeaway,2023-02-15,Wednesday,February,Grosse
TXN_6476304,Sandwich,2.0,4.0,8.0,Credit Card,Non Spécifié,2023-03-17,Friday,March,Petite
TXN_3893927,Salad,4.0,5.0,20.0,Non Spécifié,In-store,2023-09-14,Thursday,September,Grosse
TXN_5947976,Coffee,3.0,2.0,6.0,Non Spécifié,In-store,2023-05-21,Sunday,May,Petite
TXN_4139983,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-10-16,Monday,October,Grosse
TXN_4571222,Cookie,2.0,1.0,2.0,Credit Card,Non Spécifié,2023-03-21,Tuesday,March,Petite
TXN_6484542,Salad,5.0,5.0,25.0,Credit Card,Non Spécifié,2023-05-18,Thursday,May,Grosse
TXN_5183630,Coffee,4.0,2.0,8.0,Non Spécifié,In-store,2023-02-15,Wednesday,February,Grosse
TXN_5562799,Cookie,5.0,1.0,5.0,Non Spécifié,Non Spécifié,2023-10-25,Wednesday,October,Grosse
TXN_9601220,Non Spécifié,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-04-20,Thursday,April,Petite
TXN_6404625,Cake,5.0,3.0,15.0,Credit Card,Non Spécifié,2023-04-24,Monday,April,Grosse
TXN_5327102,Cookie,2.0,1.0,2.0,Non Spécifié,Non Spécifié,2023-07-16,Sunday,July,Petite
TXN_5741619,Smoothie,1.0,4.0,4.0,Cash,Non Spécifié,2023-01-02,Monday,January,Petite
TXN_4452589,Tea,1.0,1.5,1.5,Non Spécifié,Takeaway,2023-08-22,Tuesday,August,Petite
TXN_6540284,Juice,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-04-24,Monday,April,Petite
TXN_9657957,Smoothie,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-11-27,Monday,November,Petite
TXN_3670939,Tea,3.0,1.5,4.5,Cash,Non Spécifié,2023-07-13,Thursday,July,Petite
TXN_2935871,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-07,Friday,July,Grosse
TXN_1610204,Cake,1.0,3.0,3.0,Non Spécifié,Takeaway,2023-02-19,Sunday,February,Petite
TXN_8372268,Salad,2.0,5.0,10.0,Non Spécifié,Takeaway,2023-06-15,Thursday,June,Petite
TXN_1239021,Sandwich,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-09-15,Friday,September,Grosse
TXN_1863866,Smoothie,1.0,4.0,4.0,Cash,Non Spécifié,2023-10-03,Tuesday,October,Petite
TXN_4630854,Tea,1.0,1.5,1.5,Digital Wallet,Non Spécifié,2023-02-10,Friday,February,Petite
TXN_6183842,Tea,3.0,1.5,4.5,Non Spécifié,Non Spécifié,2023-09-15,Friday,September,Petite
TXN_5355693,Smoothie,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-12-03,Sunday,December,Petite
TXN_8284910,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-07-19,Wednesday,July,Petite
TXN_4408913,Salad,2.0,5.0,10.0,Cash,Non Spécifié,2023-08-24,Thursday,August,Petite
TXN_2123573,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-01-09,Monday,January,Grosse
TXN_8036176,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-20,Tuesday,June,Grosse
TXN_9107676,Sandwich,1.0,4.0,4.0,Cash,Non Spécifié,2023-02-12,Sunday,February,Petite
TXN_2490185,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-18,Monday,December,Grosse
TXN_6295420,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-09-27,Wednesday,September,Petite
TXN_1542042,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-26,Wednesday,July,Grosse
TXN_7716125,Cookie,2.0,1.0,2.0,Digital Wallet,Non Spécifié,2023-05-17,Wednesday,May,Petite
TXN_6579109,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-02-22,Wednesday,February,Petite
TXN_5577030,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-02-15,Wednesday,February,Grosse
TXN_3910230,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-05,Thursday,January,Grosse
TXN_8031804,Coffee,4.0,2.0,8.0,Credit Card,Non Spécifié,2023-07-01,Saturday,July,Grosse
TXN_6928775,Non Spécifié,2.0,1.0,2.0,Cash,In-store,2023-03-25,Saturday,March,Petite
TXN_6755107,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-11-14,Tuesday,November,Petite
TXN_5153899,Tea,3.0,1.5,4.5,Non Spécifié,Takeaway,2023-03-01,Wednesday,March,Petite
TXN_5632156,Sandwich,4.0,4.0,16.0,Digital Wallet,Non Spécifié,2023-08-02,Wednesday,August,Grosse
TXN_9861782,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-07-15,Saturday,July,Grosse
TXN_8861275,Smoothie,2.0,4.0,8.0,Non Spécifié,In-store,2023-10-31,Tuesday,October,Petite
TXN_8961155,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-09-06,Wednesday,September,Grosse
TXN_6112765,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-07-21,Friday,July,Petite
TXN_7090563,Smoothie,3.0,4.0,12.0,Non Spécifié,In-store,2023-08-17,Thursday,August,Petite
TXN_9737090,Sandwich,3.0,4.0,12.0,Non Spécifié,In-store,2023-06-01,Thursday,June,Petite
TXN_2847831,Coffee,1.0,2.0,2.0,Cash,In-store,2023-02-19,Sunday,February,Petite
TXN_3385167,Tea,3.0,1.5,4.5,Cash,In-store,2023-04-26,Wednesday,April,Petite
TXN_1938071,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-12-25,Monday,December,Grosse
TXN_8774692,Tea,5.0,1.5,7.5,Digital Wallet,Non Spécifié,2023-07-12,Wednesday,July,Grosse
TXN_4887268,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-10-16,Monday,October,Petite
TXN_9506372,Cake,4.0,3.0,12.0,Non Spécifié,Non Spécifié,2023-11-06,Monday,November,Grosse
TXN_6651961,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-02-08,Wednesday,February,Grosse
TXN_2537138,Cake,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-10-24,Tuesday,October,Petite
TXN_2015313,Salad,5.0,5.0,25.0,Cash,Non Spécifié,2023-10-18,Wednesday,October,Grosse
TXN_5604797,Coffee,1.0,2.0,2.0,Cash,In-store,2023-10-13,Friday,October,Petite
TXN_6303383,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-22,Friday,September,Grosse
TXN_5203710,Non Spécifié,1.0,5.0,5.0,Digital Wallet,Non Spécifié,2023-04-22,Saturday,April,Petite
TXN_5403707,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-03-20,Monday,March,Petite
TXN_4084052,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-30,Friday,June,Petite
TXN_3843541,Non Spécifié,3.0,5.0,15.0,Credit Card,In-store,2023-03-06,Monday,March,Petite
TXN_4000025,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-06-12,Monday,June,Grosse
TXN_7113656,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-01-22,Sunday,January,Petite
TXN_6039235,Juice,2.0,3.0,6.0,Digital Wallet,Non Spécifié,2023-06-25,Sunday,June,Petite
TXN_6621756,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-11-14,Tuesday,November,Petite
TXN_3923847,Cake,2.0,3.0,6.0,Credit Card,Non Spécifié,2023-09-12,Tuesday,September,Petite
TXN_3226989,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-17,Monday,April,Petite
TXN_1523567,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-22,Wednesday,November,Petite
TXN_8751289,Tea,2.0,1.5,3.0,Cash,In-store,2023-09-10,Sunday,September,Petite
TXN_9996195,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-16,Thursday,March,Grosse
TXN_2151688,Cake,5.0,3.0,15.0,Non Spécifié,Non Spécifié,2023-09-29,Friday,September,Grosse
TXN_4243591,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-11,Wednesday,October,Grosse
TXN_4138399,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-07-03,Monday,July,Grosse
TXN_1724233,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-02-01,Wednesday,February,Grosse
TXN_1564506,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-01,Wednesday,February,Grosse
TXN_3520982,Salad,5.0,5.0,25.0,Non Spécifié,Non Spécifié,2023-10-26,Thursday,October,Grosse
TXN_8936591,Cookie,5.0,1.0,5.0,Non Spécifié,In-store,2023-03-22,Wednesday,March,Grosse
TXN_7622389,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-02-26,Sunday,February,Grosse
TXN_2896048,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-05-17,Wednesday,May,Grosse
TXN_2204457,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-01-06,Friday,January,Grosse
TXN_1319834,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-03-31,Friday,March,Petite
TXN_7503593,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-19,Wednesday,April,Grosse
TXN_4076463,Cookie,3.0,1.0,3.0,Digital Wallet,Non Spécifié,2023-06-25,Sunday,June,Petite
TXN_1901704,Salad,5.0,5.0,25.0,Cash,Non Spécifié,2023-11-17,Friday,November,Grosse
TXN_5589433,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-13,Monday,March,Petite
TXN_4386732,Smoothie,4.0,4.0,16.0,Cash,Non Spécifié,2023-08-01,Tuesday,August,Grosse
TXN_3174336,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-07-17,Monday,July,Petite
TXN_4983903,Non Spécifié,5.0,4.0,20.0,Non Spécifié,Non Spécifié,2023-09-18,Monday,September,Grosse
TXN_8043642,Salad,4.0,5.0,20.0,Cash,In-store,2023-06-12,Monday,June,Grosse
TXN_1223805,Juice,3.0,3.0,9.0,Non Spécifié,In-store,2023-07-04,Tuesday,July,Petite
TXN_3879110,Non Spécifié,4.0,1.0,4.0,Credit Card,Takeaway,2023-03-18,Saturday,March,Grosse
TXN_9551491,Salad,1.0,5.0,5.0,Non Spécifié,Non Spécifié,2023-07-13,Thursday,July,Petite
TXN_3033987,Cake,4.0,3.0,12.0,Cash,Non Spécifié,2023-03-13,Monday,March,Grosse
TXN_2732570,Cookie,3.0,1.0,3.0,Digital Wallet,Non Spécifié,2023-06-23,Friday,June,Petite
TXN_9104781,Sandwich,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-07-03,Monday,July,Petite
TXN_7876775,Coffee,5.0,2.0,10.0,Non Spécifié,Takeaway,2023-02-09,Thursday,February,Grosse
TXN_7566250,Salad,3.0,5.0,15.0,Non Spécifié,Takeaway,2023-06-04,Sunday,June,Petite
TXN_3365018,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-02-06,Monday,February,Grosse
TXN_1487762,Tea,3.0,1.5,4.5,Non Spécifié,Non Spécifié,2023-02-07,Tuesday,February,Petite
TXN_4592205,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-12-30,Saturday,December,Petite
TXN_6660755,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-05-16,Tuesday,May,Petite
TXN_3750900,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-04-03,Monday,April,Petite
TXN_3290872,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-06-13,Tuesday,June,Petite
TXN_6378158,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-06-17,Saturday,June,Grosse
TXN_8800818,Cake,2.0,3.0,6.0,Digital Wallet,Non Spécifié,2023-09-28,Thursday,September,Petite
TXN_5707386,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-06-28,Wednesday,June,Grosse
TXN_1145592,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-11,Monday,September,Petite
TXN_2670487,Coffee,3.0,2.0,6.0,Digital Wallet,Non Spécifié,2023-10-20,Friday,October,Petite
TXN_9485101,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-11-01,Wednesday,November,Petite
TXN_9667219,Juice,4.0,3.0,12.0,Cash,In-store,2023-10-09,Monday,October,Grosse
TXN_3119835,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-01,Wednesday,March,Petite
TXN_7014091,Coffee,5.0,2.0,10.0,Cash,In-store,2023-11-26,Sunday,November,Grosse
TXN_7107807,Cookie,1.0,1.0,1.0,Digital Wallet,Non Spécifié,2023-11-01,Wednesday,November,Petite
TXN_5698925,Juice,2.0,3.0,6.0,Non Spécifié,In-store,2023-04-08,Saturday,April,Petite
TXN_6662213,Sandwich,4.0,4.0,16.0,Digital Wallet,Non Spécifié,2023-01-18,Wednesday,January,Grosse
TXN_1336900,Coffee,5.0,2.0,10.0,Credit Card,Non Spécifié,2023-01-16,Monday,January,Grosse
TXN_2250785,Cake,1.0,3.0,3.0,Cash,Non Spécifié,2023-03-19,Sunday,March,Petite
TXN_8122340,Coffee,4.0,2.0,8.0,Credit Card,Non Spécifié,2023-06-09,Friday,June,Grosse
TXN_9911498,Coffee,4.0,2.0,8.0,Cash,In-store,2023-03-27,Monday,March,Grosse
TXN_3741325,Sandwich,5.0,4.0,20.0,Digital Wallet,Non Spécifié,2023-07-04,Tuesday,July,Grosse
TXN_8658970,Salad,3.0,5.0,15.0,Credit Card,Non Spécifié,2023-09-03,Sunday,September,Petite
TXN_2887971,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-06-26,Monday,June,Petite
TXN_9865855,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-04-18,Tuesday,April,Petite
TXN_2217295,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-11-22,Wednesday,November,Grosse
TXN_8913492,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-12-25,Monday,December,Grosse
TXN_5625086,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-06-17,Saturday,June,Petite
TXN_2690222,Non Spécifié,4.0,3.0,12.0,Non Spécifié,Non Spécifié,2023-01-01,Sunday,January,Grosse
TXN_5767429,Cake,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-03-19,Sunday,March,Petite
TXN_5910541,Cake,1.0,3.0,3.0,Cash,In-store,2023-09-08,Friday,September,Petite
TXN_4435352,Salad,2.0,5.0,10.0,Credit Card,Non Spécifié,2023-05-03,Wednesday,May,Petite
TXN_1009421,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-21,Tuesday,February,Grosse
TXN_5369243,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-11-16,Thursday,November,Grosse
TXN_2939667,Non Spécifié,1.0,3.0,3.0,Non Spécifié,In-store,2023-12-21,Thursday,December,Petite
TXN_5734395,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-05-17,Wednesday,May,Petite
TXN_2966262,Tea,1.0,1.5,1.5,Cash,Non Spécifié,2023-11-19,Sunday,November,Petite
TXN_7293241,Non Spécifié,1.0,2.0,2.0,Digital Wallet,Non Spécifié,2023-08-27,Sunday,August,Petite
TXN_1827212,Sandwich,5.0,4.0,20.0,Non Spécifié,Non Spécifié,2023-12-22,Friday,December,Grosse
TXN_4809548,Smoothie,3.0,4.0,12.0,Non Spécifié,Takeaway,2023-11-04,Saturday,November,Petite
TXN_2224935,Coffee,1.0,2.0,2.0,Digital Wallet,Non Spécifié,2023-04-15,Saturday,April,Petite
TXN_7580441,Coffee,1.0,2.0,2.0,Cash,Non Spécifié,2023-08-09,Wednesday,August,Petite
TXN_4897993,Sandwich,4.0,4.0,16.0,Non Spécifié,In-store,2023-12-07,Thursday,December,Grosse
TXN_9522045,Coffee,3.0,2.0,6.0,Non Spécifié,Non Spécifié,2023-05-30,Tuesday,May,Petite
TXN_6128966,Sandwich,3.0,4.0,12.0,Non Spécifié,Non Spécifié,2023-12-18,Monday,December,Petite
TXN_5475746,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-08-20,Sunday,August,Petite
TXN_6071339,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-17,Tuesday,October,Grosse
TXN_9540864,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-08-07,Monday,August,Petite
TXN_6389404,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-11-20,Monday,November,Grosse
TXN_8724474,Non Spécifié,5.0,5.0,25.0,Cash,Non Spécifié,2023-08-04,Friday,August,Grosse
TXN_8199524,Cake,5.0,3.0,15.0,Cash,Non Spécifié,2023-12-01,Friday,December,Grosse
TXN_1212652,Juice,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-01-30,Monday,January,Petite
